,mean frequency,label
3215,6.0,0
3216,2.0,0
3217,1.5,0
3218,1.0,0
3219,4.0,0
3220,0.5,0
3221,4.0,0
3222,1.0,0
3223,2.5,0
3224,6.0,0
3225,4.0,0
3226,5.5,0
3227,7.0,0
3228,7.0,0
3229,14.0,0
3230,2.5,0
3231,3.0,0
3232,10.0,0
3233,13.5,0
3234,2.5,0
3235,1.0,0
3236,4.5,0
3237,3.5,0
3238,1.0,0
3239,1.0,0
3240,9.5,0
3241,1.5,0
3242,1.5,0
3243,0.5,0
3244,1.5,0
3245,4.5,0
3246,0.5,0
3247,5.5,0
3248,0.5,0
3249,2.0,0
3250,2.5,0
3251,1.5,0
3252,1.5,0
3253,4.0,0
3254,10.5,0
3255,10.5,0
3256,3.0,0
3257,2.0,0
3258,9.5,0
3259,4.5,0
3260,1.5,0
3261,2.5,0
3262,0.5,0
3263,0.5,0
3264,2.0,0
3265,7.5,0
3266,1.5,0
3267,4.0,0
3268,1.5,0
3269,6.0,0
3270,0.5,0
3271,4.5,0
3272,0.5,0
3273,1.0,0
3274,1.5,0
3275,1.0,0
3276,4.0,0
3277,8.0,0
3278,1.5,0
3279,0.5,0
3280,11.5,0
3281,0.5,0
3282,2.5,0
3283,6.0,0
3284,6.0,0
3285,1.5,0
3286,8.0,0
3287,3.5,0
3288,6.0,0
3289,0.5,0
3290,3.5,0
3291,1.0,0
3292,5.0,0
3293,10.5,0
3294,1.5,0
3295,5.5,0
3296,2.5,0
3297,0.5,0
3298,1.5,0
3299,2.5,0
3300,2.0,0
3301,10.5,0
3302,0.5,0
3303,4.5,0
3304,1.5,0
3305,1.0,0
3306,0.5,0
3307,4.0,0
3308,3.0,0
3309,0.5,0
3310,4.0,0
3311,0.5,0
3312,1.0,0
3313,0.5,0
3314,1.0,0
3315,11.0,0
3316,2.5,0
3317,3.0,0
3318,4.5,0
3319,6.0,0
3320,0.5,0
3321,1.0,0
3322,1.5,0
3323,0.5,0
3324,2.5,0
3325,7.0,0
3326,1.5,0
3327,0.5,0
3328,2.5,0
3329,1.5,0
3330,5.5,0
3331,1.0,0
3332,0.5,0
3333,1.0,0
3334,1.5,0
3335,0.5,0
3336,1.5,0
3337,0.5,0
3338,1.5,0
3339,15.5,0
3340,1.5,0
3341,0.5,0
3342,2.0,0
3343,4.5,0
3344,2.5,0
3345,5.5,0
3346,5.5,0
3347,13.0,0
3348,2.0,0
3349,0.5,0
3350,7.0,0
3351,1.0,0
3352,3.5,0
3353,6.5,0
3354,0.5,0
3355,6.0,0
3356,1.0,0
3357,5.0,0
3358,6.0,0
3359,1.5,0
3360,0.5,0
3361,0.5,0
3362,12.5,0
3363,1.0,0
3364,1.0,0
3365,3.0,0
3366,7.5,0
3367,1.5,0
3368,2.0,0
3369,2.5,0
3370,4.0,0
3371,0.5,0
3372,4.0,0
3373,7.0,0
3374,1.0,0
3375,2.5,0
3376,2.5,0
3377,1.5,0
3378,0.5,0
3379,10.5,0
3380,4.0,0
3381,12.5,0
3382,2.5,0
3383,6.0,0
3384,6.5,0
3385,1.5,0
3386,0.5,0
3387,2.5,0
3388,2.0,0
3389,2.5,0
3390,2.5,0
3391,1.0,0
3392,1.5,0
3393,6.0,0
3394,7.0,0
3395,1.0,0
3396,2.0,0
3397,1.0,0
3398,2.0,0
3399,2.5,0
3400,0.5,0
3401,1.5,0
3402,1.0,0
3403,0.5,0
3404,1.0,0
3405,6.0,0
3406,3.5,0
3407,0.5,0
3408,1.5,0
3409,0.5,0
3410,7.5,0
3411,11.0,0
3412,0.5,0
3413,0.5,0
3414,2.5,0
3415,1.5,0
3416,0.5,0
3417,1.5,0
3418,0.5,0
3419,8.0,0
3420,0.5,0
3421,0.5,0
3422,2.5,0
3423,0.5,0
3424,0.5,0
3425,4.0,0
3426,14.5,0
3427,1.5,0
3428,0.5,0
3429,2.0,0
3430,0.5,0
3431,2.5,0
3432,0.5,0
3433,0.5,0
3434,1.5,0
3435,4.0,0
3436,1.0,0
3437,7.0,0
3438,15.5,0
3439,3.5,0
3440,0.5,0
3441,5.5,0
3442,0.5,0
3443,9.0,0
3444,2.5,0
3445,0.5,0
3446,1.0,0
3447,7.0,0
3448,3.5,0
3449,2.0,0
3450,0.5,0
3451,0.5,0
3452,6.5,0
3453,4.5,0
3454,2.0,0
3455,6.5,0
3456,9.5,0
3457,2.0,0
3458,4.5,0
3459,4.0,0
3460,1.0,0
3461,5.0,0
3462,1.0,0
3463,1.0,0
3464,2.5,0
3465,10.5,0
3466,1.5,0
3467,2.5,0
3468,2.5,0
3469,1.0,0
3470,2.5,0
3471,2.5,0
3472,3.0,0
3473,1.0,0
3474,5.5,0
3475,1.5,0
3476,0.5,0
3477,1.5,0
3478,0.5,0
3479,2.5,0
3480,1.5,0
3481,4.0,0
3482,0.5,0
3483,6.5,0
3484,2.5,0
3485,7.0,0
3486,0.5,0
3487,2.5,0
3488,2.0,0
3489,5.0,0
3490,2.5,0
3491,6.5,0
3492,9.0,0
3493,4.5,0
3494,0.5,0
3495,0.5,0
3496,0.5,0
3497,8.5,0
3498,1.5,0
3499,9.0,0
3500,4.5,0
3501,1.5,0
3502,11.5,0
3503,5.0,0
3504,1.0,0
3505,0.5,0
3506,8.0,0
3507,1.0,0
3508,1.0,0
3509,0.5,0
3510,1.5,0
3511,2.5,0
3512,1.5,0
3513,0.5,0
3514,1.5,0
3515,8.0,0
3516,3.0,0
3517,0.5,0
3518,1.5,0
3519,4.5,0
3520,0.5,0
3521,1.5,0
3522,1.0,0
3523,5.5,0
3524,3.5,0
3525,0.5,0
3526,3.0,0
3527,4.0,0
3528,0.5,0
3529,11.0,0
3530,7.0,0
3531,11.5,0
3532,7.0,0
3533,1.5,0
3534,0.5,0
3535,1.0,0
3536,1.0,0
3537,0.5,0
3538,0.5,0
3539,5.0,0
3540,3.0,0
3541,0.5,0
3542,18.5,0
3543,5.0,0
3544,1.0,0
3545,0.5,0
3546,4.0,0
3547,0.5,0
3548,4.0,0
3549,9.5,0
3550,1.0,0
3551,0.5,0
3552,11.5,0
3553,2.0,0
3554,0.5,0
3555,10.5,0
3556,6.0,0
3557,6.0,0
3558,2.0,0
3559,0.5,0
3560,0.5,0
3561,5.0,0
3562,0.5,0
3563,3.0,0
3564,1.0,0
3565,7.0,0
3566,12.5,0
3567,0.5,0
3568,2.0,0
3569,0.5,0
3570,6.5,0
3571,2.5,0
3572,1.0,0
3573,6.5,0
3574,5.5,0
3575,2.0,0
3576,9.5,0
3577,0.5,0
3578,9.5,0
3579,0.5,0
3580,5.0,0
3581,4.0,0
3582,0.5,0
3583,12.5,0
3584,1.5,0
3585,3.0,0
3586,0.5,0
3587,0.5,0
3588,1.5,0
3589,3.0,0
3590,0.5,0
3591,2.0,0
3592,7.5,0
3593,0.5,0
3594,1.0,0
3595,5.5,0
3596,6.0,0
3597,3.5,0
3598,0.5,0
3599,1.0,0
3600,5.0,0
3601,11.0,0
3602,1.5,0
3603,1.0,0
3604,11.5,0
3605,2.5,0
3606,1.0,0
3607,1.5,0
3608,0.5,0
3609,0.5,0
3610,11.0,0
3611,0.5,0
3612,6.5,0
3613,1.0,0
3614,7.0,0
3615,2.0,0
3616,1.0,0
3617,13.5,0
3618,0.5,0
3619,5.0,0
3620,1.0,0
3621,0.5,0
3622,2.5,0
3623,2.5,0
3624,9.0,0
3625,0.5,0
3626,0.5,0
3627,1.5,0
3628,0.5,0
3629,1.5,0
3630,11.0,0
3631,3.0,0
3632,0.5,0
3633,3.0,0
3634,6.5,0
3635,0.5,0
3636,1.5,0
3637,5.0,0
3638,0.5,0
3639,0.5,0
3640,0.5,0
3641,2.5,0
3642,4.0,0
3643,4.0,0
3644,5.5,0
3645,6.5,0
3646,0.5,0
3647,7.0,0
3648,5.5,0
3649,0.5,0
3650,1.0,0
3651,4.0,0
3652,0.5,0
3653,2.5,0
3654,1.0,0
3655,8.0,0
3656,7.0,0
3657,5.0,0
3658,2.5,0
3659,11.5,0
3660,2.5,0
3661,0.5,0
3662,6.5,0
3663,2.0,0
3664,0.5,0
3665,6.0,0
3666,0.5,0
3667,0.5,0
3668,1.5,0
3669,1.5,0
3670,0.5,0
3671,7.0,0
3672,4.5,0
3673,3.5,0
3674,2.0,0
3675,1.0,0
3676,0.5,0
3677,5.0,0
3678,1.0,0
3679,2.5,0
3680,0.5,0
3681,7.5,0
3682,0.5,0
3683,3.0,0
3684,2.0,0
3685,1.5,0
3686,1.0,0
3687,2.5,0
3688,3.5,0
3689,8.5,0
3690,0.5,0
3691,1.0,0
3692,1.0,0
3693,13.5,0
3694,0.5,0
3695,0.5,0
3696,0.5,0
3697,7.5,0
3698,11.5,0
3699,0.5,0
3700,5.5,0
3701,1.5,0
3702,2.5,0
3703,3.0,0
3704,2.5,0
3705,7.5,0
3706,11.5,0
3707,5.5,0
3708,5.5,0
3709,5.0,0
3710,2.5,0
3711,0.5,0
3712,1.5,0
3713,0.5,0
3714,1.0,0
3715,1.5,0
3716,5.0,0
3717,1.5,0
3718,6.5,0
3719,0.5,0
3720,0.5,0
3721,0.5,0
3722,3.0,0
3723,8.5,0
3724,1.5,0
3725,0.5,0
3726,5.0,0
3727,1.0,0
3728,1.5,0
3729,0.5,0
3730,3.0,0
3731,1.0,0
3732,0.5,0
3733,0.5,0
3734,7.5,0
3735,0.5,0
3736,0.5,0
3737,8.5,0
3738,8.0,0
3739,3.0,0
3740,1.5,0
3741,3.5,0
3742,0.5,0
3743,0.5,0
3744,11.0,0
3745,10.0,0
3746,2.0,0
3747,1.0,0
3748,1.0,0
3749,8.0,0
3750,2.0,0
3751,0.5,0
3752,1.5,0
3753,6.0,0
3754,0.5,0
3755,9.0,0
3756,0.5,0
3757,0.5,0
3758,7.5,0
3759,6.5,0
3760,1.0,0
3761,6.5,0
3762,0.5,0
3763,4.0,0
3764,6.0,0
3765,0.5,0
3766,1.5,0
3767,1.0,0
3768,2.0,0
3769,1.5,0
3770,3.5,0
3771,6.0,0
3772,1.5,0
3773,2.5,0
3774,0.5,0
3775,2.0,0
3776,1.5,0
3777,4.5,0
3778,1.5,0
3779,1.0,0
3780,5.0,0
3781,5.0,0
3782,8.0,0
3783,1.0,0
3784,5.5,0
3785,0.5,0
3786,8.5,0
3787,0.5,0
3788,5.0,0
3789,0.5,0
3790,0.5,0
3791,5.0,0
3792,0.5,0
3793,7.5,0
3794,1.5,0
3795,7.0,0
3796,7.0,0
3797,6.0,0
3798,2.5,0
3799,1.0,0
3800,1.5,0
3801,2.0,0
3802,0.5,0
3803,1.0,0
3804,1.5,0
3805,1.0,0
3806,1.5,0
3807,2.0,0
3808,1.5,0
3809,2.5,0
3810,4.0,0
3811,1.5,0
3812,6.0,0
3813,0.5,0
3814,1.5,0
3815,2.5,0
3816,0.5,0
3817,1.5,0
3818,1.0,0
3819,10.5,0
3820,3.0,0
3821,0.5,0
3822,1.5,0
3823,5.5,0
3824,5.5,0
3825,2.5,0
3826,1.0,0
3827,0.5,0
3828,6.5,0
3829,3.5,0
3830,2.5,0
3831,8.0,0
3832,0.5,0
3833,0.5,0
3834,5.5,0
3835,0.5,0
3836,2.5,0
3837,8.0,0
3838,1.0,0
3839,1.0,0
3840,8.5,0
3841,0.5,0
3842,1.0,0
3843,1.5,0
3844,1.0,0
3845,5.0,0
3846,5.5,0
3847,0.5,0
3848,2.5,0
3849,1.0,0
3850,2.5,0
3851,1.5,0
3852,5.5,0
3853,1.0,0
3854,2.0,0
3855,0.5,0
3856,3.5,0
3857,18.0,0
3858,7.0,0
3859,0.5,0
3860,1.0,0
3861,0.5,0
3862,2.5,0
3863,1.5,0
3864,4.0,0
3865,6.0,0
3866,6.0,0
3867,4.5,0
3868,0.5,0
3869,0.5,0
3870,1.5,0
3871,1.0,0
3872,3.5,0
3873,5.5,0
3874,1.5,0
3875,6.0,0
3876,5.5,0
3877,7.0,0
3878,3.0,0
3879,1.0,0
3880,2.0,0
3881,6.0,0
3882,5.5,0
3883,1.0,0
3884,7.0,0
3885,0.5,0
3886,7.0,0
3887,6.5,0
3888,0.5,0
3889,1.5,0
3890,0.5,0
3891,7.0,0
3892,5.5,0
3893,1.5,0
3894,3.0,0
3895,6.5,0
3896,6.0,0
3897,5.5,0
3898,1.0,0
3899,0.5,0
3900,4.0,0
3901,5.5,0
3902,4.0,0
3903,1.5,0
3904,1.5,0
3905,0.5,0
3906,0.5,0
3907,1.0,0
3908,1.5,0
3909,1.0,0
3910,1.0,0
3911,1.5,0
3912,3.5,0
3913,4.0,0
3914,3.5,0
3915,4.0,0
3916,2.5,0
3917,1.0,0
3918,0.5,0
3919,1.5,0
3920,1.5,0
3921,11.5,0
3922,7.5,0
3923,2.0,0
3924,9.0,0
3925,7.5,0
3926,6.0,0
3927,2.5,0
3928,8.5,0
3929,8.0,0
3930,1.5,0
3931,2.5,0
3932,2.5,0
3933,12.5,0
3934,10.5,0
3935,2.5,0
3936,2.0,0
3937,0.5,0
3938,4.5,0
3939,0.5,0
3940,5.0,0
3941,2.5,0
3942,2.0,0
3943,2.5,0
3944,0.5,0
3945,8.5,0
3946,9.0,0
3947,1.5,0
3948,4.0,0
3949,1.0,0
3950,1.5,0
3951,1.5,0
3952,8.5,0
3953,2.5,0
3954,1.5,0
3955,8.5,0
3956,3.0,0
3957,5.5,0
3958,0.5,0
3959,11.5,0
3960,2.0,0
3961,1.5,0
3962,1.0,0
3963,2.0,0
3964,0.5,0
3965,10.5,0
3966,10.0,0
3967,7.5,0
3968,3.5,0
3969,1.0,0
3970,2.5,0
3971,1.5,0
3972,4.0,0
3973,9.0,0
3974,6.0,0
3975,2.0,0
3976,2.5,0
3977,10.5,0
3978,2.0,0
3979,4.5,0
3980,4.5,0
3981,5.5,0
3982,8.5,0
3983,1.5,0
3984,4.5,0
3985,3.5,0
3986,5.5,0
3987,1.5,0
3988,1.0,0
3989,4.0,0
3990,8.5,0
3991,1.0,0
3992,0.5,0
3993,0.5,0
3994,1.5,0
3995,2.0,0
3996,1.0,0
3997,5.0,0
3998,0.5,0
3999,5.5,0
4000,4.5,0
4001,3.0,0
4002,5.0,0
4003,2.0,0
4004,1.0,0
4005,0.5,0
4006,2.5,0
4007,12.0,0
4008,0.5,0
4009,11.5,0
4010,5.5,0
4011,0.5,0
4012,5.5,0
4013,1.5,0
4014,6.5,0
4015,0.5,0
4016,0.5,0
4017,5.5,0
4018,2.0,0
4019,2.5,0
4020,0.5,0
4021,6.0,0
4022,3.0,0
4023,6.5,0
4024,1.0,0
4025,1.0,0
4026,2.5,0
4027,1.5,0
4028,0.5,0
4029,8.0,0
4030,3.0,0
4031,4.0,0
4032,2.5,0
4033,1.0,0
4034,5.5,0
4035,2.5,0
4036,1.0,0
4037,2.0,0
4038,7.0,0
4039,1.0,0
4040,0.5,0
4041,0.5,0
4042,1.5,0
4043,3.0,0
4044,0.5,0
4045,6.0,0
4046,11.5,0
4047,0.5,0
4048,0.5,0
4049,9.5,0
4050,7.5,0
4051,0.5,0
4052,6.0,0
4053,18.0,0
4054,7.0,0
4055,4.0,0
4056,10.5,0
4057,5.5,0
4058,0.5,0
4059,3.0,0
4060,2.0,0
4061,1.0,0
4062,1.5,0
4063,6.0,0
4064,6.0,0
4065,8.5,0
4066,11.5,0
4067,1.0,0
4068,6.0,0
4069,2.5,0
4070,3.0,0
4071,6.0,0
4072,4.5,0
4073,1.5,0
4074,3.5,0
4075,4.0,0
4076,2.0,0
4077,2.5,0
4078,1.5,0
4079,6.0,0
4080,13.0,0
4081,6.0,0
4082,0.5,0
4083,1.0,0
4084,1.5,0
4085,2.5,0
4086,3.0,0
4087,1.5,0
4088,3.5,0
4089,1.5,0
4090,1.0,0
4091,5.5,0
4092,2.5,0
4093,2.5,0
4094,2.5,0
4095,8.0,0
4096,7.5,0
4097,1.5,0
4098,0.5,0
4099,6.0,0
4100,1.5,0
4101,1.0,0
4102,11.5,0
4103,2.0,0
4104,0.5,0
4105,4.5,0
4106,2.5,0
4107,11.5,0
4108,5.5,0
4109,3.0,0
4110,0.5,0
4111,7.0,0
4112,5.0,0
4113,3.5,0
4114,0.5,0
4115,6.5,0
4116,1.0,0
4117,1.0,0
4118,5.5,0
4119,4.0,0
4120,1.0,0
4121,0.5,0
4122,1.5,0
4123,8.5,0
4124,6.5,0
4125,1.5,0
4126,5.5,0
4127,1.5,0
4128,5.0,0
4129,1.5,0
4130,0.5,0
4131,1.5,0
4132,1.0,0
4133,1.5,0
4134,0.5,0
4135,2.0,0
4136,5.5,0
4137,2.5,0
4138,1.5,0
4139,1.5,0
4140,1.0,0
4141,8.5,0
4142,2.0,0
4143,1.5,0
4144,4.5,0
4145,4.5,0
4146,5.5,0
4147,1.0,0
4148,1.5,0
4149,2.0,0
4150,2.5,0
4151,0.5,0
4152,5.0,0
4153,1.5,0
4154,1.5,0
4155,6.0,0
4156,0.5,0
4157,3.5,0
4158,2.5,0
4159,3.5,0
4160,0.5,0
4161,5.5,0
4162,1.0,0
4163,0.5,0
4164,2.5,0
4165,1.5,0
4166,1.0,0
4167,3.5,0
4168,2.0,0
4169,0.5,0
4170,1.0,0
4171,0.5,0
4172,2.0,0
4173,11.5,0
4174,0.5,0
4175,6.5,0
4176,0.5,0
4177,1.5,0
4178,4.0,0
4179,1.5,0
4180,1.5,0
4181,2.0,0
4182,6.0,0
4183,0.5,0
4184,1.0,0
4185,1.5,0
4186,5.0,0
4187,11.5,0
4188,1.5,0
4189,1.0,0
4190,7.5,0
4191,7.0,0
4192,1.0,0
4193,2.0,0
4194,2.5,0
4195,0.5,0
4196,5.0,0
4197,6.0,0
4198,1.0,0
4199,2.0,0
4200,5.5,0
4201,5.0,0
4202,0.5,0
4203,7.0,0
4204,3.5,0
4205,3.0,0
4206,0.5,0
4207,1.0,0
4208,2.0,0
4209,10.5,0
4210,11.5,0
4211,3.5,0
4212,3.5,0
4213,0.5,0
4214,5.0,0
4215,1.5,0
4216,4.5,0
4217,1.5,0
4218,6.5,0
4219,0.5,0
4220,3.5,0
4221,1.5,0
4222,3.0,0
4223,9.5,0
4224,1.5,0
4225,1.5,0
4226,10.5,0
4227,4.5,0
4228,6.0,0
4229,0.5,0
4230,1.5,0
4231,2.5,0
4232,4.0,0
4233,11.5,0
4234,1.0,0
4235,1.0,0
4236,0.5,0
4237,12.0,0
4238,0.5,0
4239,5.5,0
4240,6.5,0
4241,0.5,0
4242,2.5,0
4243,2.0,0
4244,3.0,0
4245,0.5,0
4246,0.5,0
4247,5.0,0
4248,1.0,0
4249,2.5,0
4250,0.5,0
4251,6.0,0
4252,0.5,0
4253,0.5,0
4254,1.5,0
4255,6.0,0
4256,18.0,0
4257,13.0,0
4258,0.5,0
4259,1.0,0
4260,4.5,0
4261,3.0,0
4262,0.5,0
4263,2.0,0
4264,2.5,0
4265,5.0,0
4266,1.5,0
4267,1.5,0
4268,2.5,0
4269,0.5,0
4270,2.5,0
4271,2.5,0
4272,1.0,0
4273,2.5,0
4274,2.5,0
4275,1.5,0
4276,5.0,0
4277,5.5,0
4278,2.0,0
4279,1.5,0
4280,2.5,0
4281,0.5,0
4282,1.0,0
4283,1.5,0
4284,1.0,0
4285,2.0,0
4286,0.5,0
4287,6.5,0
4288,1.0,0
4289,5.5,0
4290,0.5,0
4291,0.5,0
4292,6.5,0
4293,4.5,0
4294,2.0,0
4295,0.5,0
4296,7.0,0
4297,0.5,0
4298,11.5,0
4299,3.5,0
4300,2.5,0
4301,0.5,0
4302,11.5,0
4303,3.5,0
4304,0.5,0
4305,3.0,0
4306,0.5,0
4307,3.0,0
4308,1.0,0
4309,0.5,0
4310,1.0,0
4311,0.5,0
4312,7.0,0
4313,2.0,0
4314,0.5,0
4315,1.5,0
4316,2.5,0
4317,0.5,0
4318,7.0,0
4319,0.5,0
4320,6.5,0
4321,2.5,0
4322,2.5,0
4323,2.5,0
4324,0.5,0
4325,1.0,0
4326,1.5,0
4327,2.0,0
4328,3.0,0
4329,1.0,0
4330,1.0,0
4331,3.0,0
4332,5.5,0
4333,0.5,0
4334,2.5,0
4335,5.0,0
4336,0.5,0
4337,5.5,0
4338,0.5,0
4339,0.5,0
4340,5.0,0
4341,2.5,0
4342,1.5,0
4343,0.5,0
4344,0.5,0
4345,2.5,0
4346,2.5,0
4347,2.5,0
4348,2.5,0
4349,5.5,0
4350,1.5,0
4351,7.5,0
4352,13.5,0
4353,4.5,0
4354,0.5,0
4355,7.5,0
4356,3.0,0
4357,1.5,0
4358,0.5,0
4359,2.5,0
4360,0.5,0
4361,5.5,0
4362,5.5,0
4363,2.5,0
4364,6.0,0
4365,1.5,0
4366,1.5,0
4367,0.5,0
4368,1.0,0
4369,5.0,0
4370,1.0,0
4371,1.0,0
4372,4.0,0
4373,14.5,0
4374,3.5,0
4375,0.5,0
4376,11.5,0
4377,6.0,0
4378,0.5,0
4379,8.5,0
4380,4.0,0
4381,5.0,0
4382,5.0,0
4383,5.5,0
4384,1.5,0
4385,0.5,0
4386,1.0,0
4387,0.5,0
4388,1.5,0
4389,5.5,0
4390,3.5,0
4391,0.5,0
4392,1.5,0
4393,11.5,0
4394,6.0,0
4395,1.5,0
4396,10.5,0
4397,4.0,0
4398,3.0,0
4399,11.5,0
4400,0.5,0
4401,1.5,0
4402,1.0,0
4403,3.5,0
4404,6.0,0
4405,1.5,0
4406,7.0,0
4407,2.5,0
4408,4.5,0
4409,1.5,0
4410,1.5,0
4411,4.0,0
4412,2.0,0
4413,5.0,0
4414,2.5,0
4415,0.5,0
4416,1.0,0
4417,5.0,0
4418,9.0,0
4419,1.0,0
4420,9.5,0
4421,2.5,0
4422,4.5,0
4423,5.0,0
4424,10.0,0
4425,1.0,0
4426,3.5,0
4427,1.5,0
4428,2.5,0
4429,1.5,0
4430,4.0,0
4431,3.5,0
4432,0.5,0
4433,1.5,0
4434,6.5,0
4435,0.5,0
4436,1.5,0
4437,2.5,0
4438,1.5,0
4439,0.5,0
4440,1.5,0
4441,0.5,0
4442,0.5,0
4443,5.5,0
4444,13.0,0
4445,2.5,0
4446,3.0,0
4447,6.0,0
4448,4.5,0
4449,6.5,0
4450,2.0,0
4451,0.5,0
4452,3.5,0
4453,0.5,0
4454,0.5,0
4455,2.5,0
4456,0.5,0
4457,5.5,0
4458,3.5,0
4459,1.5,0
4460,1.0,0
4461,0.5,0
4462,11.5,0
4463,3.5,0
4464,0.5,0
4465,0.5,0
4466,1.5,0
4467,7.5,0
4468,6.5,0
4469,0.5,0
4470,4.5,0
4471,6.5,0
4472,6.0,0
4473,1.0,0
4474,1.5,0
4475,6.5,0
4476,7.0,0
4477,1.5,0
4478,1.0,0
4479,0.5,0
4480,5.5,0
4481,9.5,0
4482,1.5,0
4483,9.0,0
4484,1.0,0
4485,3.5,0
4486,6.0,0
4487,7.5,0
4488,2.5,0
4489,4.0,0
4490,1.5,0
4491,5.0,0
4492,1.5,0
4493,3.5,0
4494,0.5,0
4495,5.5,0
4496,6.5,0
4497,1.0,0
4498,1.0,0
4499,6.0,0
4500,5.5,0
4501,10.0,0
4502,6.5,0
4503,9.0,0
4504,5.5,0
4505,6.0,0
4506,17.0,0
4507,1.5,0
4508,13.5,0
4509,2.0,0
4510,5.5,0
4511,4.5,0
4512,6.5,0
4513,8.5,0
4514,2.5,0
4515,1.0,0
4516,6.0,0
4517,1.0,0
4518,0.5,0
4519,1.0,0
4520,8.0,0
4521,7.5,0
4522,5.0,0
4523,1.5,0
4524,5.0,0
4525,9.5,0
4526,5.5,0
4527,2.0,0
4528,5.5,0
4529,0.5,0
4530,3.0,0
4531,2.0,0
4532,0.5,0
4533,1.5,0
4534,0.5,0
4535,2.5,0
4536,1.5,0
4537,9.5,0
4538,1.5,0
4539,0.5,0
4540,5.5,0
4541,3.0,0
4542,0.5,0
4543,5.5,0
4544,1.0,0
4545,13.5,0
4546,6.5,0
4547,7.5,0
4548,0.5,0
4549,6.0,0
4550,9.5,0
4551,0.5,0
4552,9.5,0
4553,7.0,0
4554,11.5,0
4555,7.5,0
4556,5.0,0
4557,1.5,0
4558,1.0,0
4559,0.5,0
4560,0.5,0
4561,1.5,0
4562,6.5,0
4563,1.5,0
4564,4.5,0
4565,1.5,0
4566,4.5,0
4567,2.0,0
4568,3.0,0
4569,8.5,0
4570,2.5,0
4571,2.0,0
4572,0.5,0
4573,13.5,0
4574,10.5,0
4575,7.0,0
4576,1.5,0
4577,2.5,0
4578,3.5,0
4579,2.0,0
4580,7.5,0
4581,2.0,0
4582,0.5,0
4583,0.5,0
4584,0.5,0
4585,10.0,0
4586,0.5,0
4587,2.0,0
4588,6.0,0
4589,2.0,0
4590,7.0,0
4591,8.0,0
4592,1.0,0
4593,1.5,0
4594,4.5,0
4595,10.0,0
4596,3.5,0
4597,5.5,0
4598,2.0,0
4599,1.5,0
4600,5.0,0
4601,1.5,0
4602,1.5,0
4603,1.0,0
4604,5.0,0
4605,5.5,0
4606,9.5,0
4607,1.0,0
4608,2.5,0
4609,3.5,0
4610,1.5,0
4611,0.5,0
4612,0.5,0
4613,5.5,0
4614,1.0,0
4615,5.0,0
4616,1.0,0
4617,6.5,0
4618,15.5,0
4619,1.0,0
4620,3.5,0
4621,2.5,0
4622,1.0,0
4623,0.5,0
4624,1.0,0
4625,2.5,0
4626,2.5,0
4627,1.5,0
4628,2.0,0
4629,0.5,0
4630,0.5,0
4631,1.0,0
4632,2.5,0
4633,0.5,0
4634,1.5,0
4635,4.5,0
4636,4.5,0
4637,0.5,0
4638,14.0,0
4639,1.5,0
4640,1.5,0
4641,6.0,0
4642,2.0,0
4643,0.5,0
4644,1.5,0
4645,1.5,0
4646,3.0,0
4647,1.0,0
4648,5.5,0
4649,8.0,0
4650,3.5,0
4651,4.5,0
4652,7.5,0
4653,3.5,0
4654,0.5,0
4655,3.0,0
4656,10.0,0
4657,1.5,0
4658,0.5,0
4659,3.5,0
4660,8.0,0
4661,6.5,0
4662,3.5,0
4663,6.0,0
4664,2.5,0
4665,1.5,0
4666,0.5,0
4667,11.5,0
4668,3.5,0
4669,15.0,0
4670,9.0,0
4671,1.0,0
4672,5.5,0
4673,5.5,0
4674,2.0,0
4675,5.0,0
4676,0.5,0
4677,1.5,0
4678,4.5,0
4679,2.0,0
4680,0.5,0
4681,1.5,0
4682,3.0,0
4683,4.0,0
4684,1.0,0
4685,5.0,0
4686,4.5,0
4687,8.0,0
4688,5.5,0
4689,1.5,0
4690,0.5,0
4691,6.5,0
4692,12.5,0
4693,11.5,0
4694,1.5,0
4695,0.5,0
4696,0.5,0
4697,0.5,0
4698,1.5,0
4699,1.0,0
4700,1.0,0
4701,6.0,0
4702,2.5,0
4703,5.0,0
4704,2.5,0
4705,1.5,0
4706,7.0,0
4707,0.5,0
4708,8.0,0
4709,2.0,0
4710,6.0,0
4711,8.5,0
4712,3.5,0
4713,1.5,0
4714,2.5,0
4715,1.0,0
4716,2.5,0
4717,5.5,0
4718,5.0,0
4719,0.5,0
4720,5.5,0
4721,1.5,0
4722,7.0,0
4723,1.5,0
4724,0.5,0
4725,1.0,0
4726,1.5,0
4727,6.5,0
4728,1.0,0
4729,9.5,0
4730,0.5,0
4731,6.5,0
4732,1.5,0
4733,3.0,0
4734,11.5,0
4735,13.5,0
4736,1.5,0
4737,1.5,0
4738,0.5,0
4739,2.5,0
4740,7.0,0
4741,4.0,0
4742,1.5,0
4743,1.0,0
4744,2.0,0
4745,1.0,0
4746,1.0,0
4747,1.5,0
4748,1.5,0
4749,1.0,0
4750,1.0,0
4751,6.5,0
4752,0.5,0
4753,3.0,0
4754,0.5,0
4755,5.5,0
4756,4.5,0
4757,1.0,0
4758,0.5,0
4759,0.5,0
4760,1.5,0
4761,0.5,0
4762,5.5,0
4763,2.0,0
4764,6.0,0
4765,10.5,0
4766,3.0,0
4767,0.5,0
4768,3.5,0
